TITLE	MAIN_CONTENT
e-Yantra National Finale Snaps	"Dear Participants,   The photos of the eYRC-2018 national finale will be available on the e-Yantra website latest by 10th April, 2018."
about certificate of completion	Sir our team is eligible for completion certificate but we have not received it 
Regarding certificate	"We are eligible for certificate of participation,when we will get our certificates..??"
Certificate	"Sir/Mam , our team id is 2415 , we had successfully completed all the tasks on time .. Also, we did get very good marks on the first 3 tasks .. but we still got participation certificate only and not completion certificate .. Can you please tell us the reason so that we may keep in mind the next time we participate ?"
Lost my Acer laptop charger	"I lost my Acer laptop charger in the auditorium at about 2 pm today, after the Transporter Bot finals. Request you to check your bags to see if you have it. Thanks."
All the best for final  :)	"All the best to all teams who selected for finals, for their final run :) ."
Certificate	"sir,actually we dont get either participation certificate(after clearing task0 or task1) nor cirtificate ( eligible after task4)   if you've send any participation cirtificate to our collage then please give the mandatory details as you gave at the time of kit distribution"
Arduino nano not working	We are not able to burn codes on Arduino due to some fault.can we please implement the theme using Arduino uno.Or will we be provided new components (replacement for components which are not working)for the finals?
Query regarding participation certificate	"As our team was not shortlisted for the final but since we are eligible for the participation certificates.So, please tell me the criteria for getting the participation certificate. Team Id:2143 "
Sensors	Can the IR sensors already mounted on firebird be removed from their position and used at a different position?
Returning given components	As in our college we already have 5 firebirds so do we need to submit it to college or send it to eyrc lab?
relocation trauncated error in avr studio.	file was working fine but when we add some function in it it started showing this error...please refer to the image
About accomodation	"Sir,    We are reaching on 20th March. So can we get accomodation. If No please give us any suggestions for staying"
Regarding final results	"Can you tell us the criteria for various types of certificate criteria, we got only letter of participation even after completing all major tasks. Does the progress video also include in the criteria or was task 4 the deciding factor for completion of the project. And how and when we will get the letter?"
Regarding reimbursement of travel expenses	"Dear Sir,As all the members of the team are expected to fill up thier bank details for reimbursement, is it required that each member holds distinct ticket or one common ticket for entire team will be good enough.?"
Finalist Details	"Dear finalists,   Please fill the bank and travel details carefully latest by today midnight so that we can arrange the same without any hindrance."
What are the prizes that we can get if we win in the competition	Does runner up get anything
Per theme there is a winner or overall there is one winner? ?	.
Regarding team	in planter bot theme chart there are 9 teams in the top scoring section. .so are all 9 selected as finalist or top 5????
Competition dates	"Respected sir/maam, will the competition start on 22nd March? In case we are not able to reach by morning on 22nd march will our team be disqualified?"
Travelling for finals.	"Respected sir/maam, We'll be travelling from Lucknow UP to Mumbai and to book our tickets we need a proper schedule of events. We are facing many difficulties regarding our time of arrival and stay.I have filled our arrival details according to our train tickets which are not yet confirm. Please let us change the date/time of arrival at a later stage in case our waiting list does'nt clear and we travel by air. Please reply asap. Thankyou"
Regarding Robot structure	"Sir Are we allowed to change structure of our robot for the finals. If yes, our new robot length is about 35cm, will this size be acceptable or not."
about accommodation and help	"is it possible for the teams to get accommodation in campus till 27 march so that they can see Mumbai because we don't go Mumbai frequently and we really want to visit some places , if any additional charges needs to be paid we will pay it.if its not possible in the campus can you please arrange something outside  of the campus please help us. and inform us as early as possible because we have to book ticket for return journey as well.thank you."
